timestamp_ms,cycleCount,tempC,currentA,accX_g,accY_g,accZ_g,alertMsg
5478000,1096,32.34,0.52,0.11,0.12,9.56,Alerta: Temperatura alta!
5479000,1096,32.62,0.58,-0.03,0.19,10.08,Alerta: Temperatura alta!
5480000,1097,32.83,0.38,0.29,0.29,9.91,Alerta: Temperatura alta!
5481000,1097,32.95,0.49,-0.04,-0.15,10.07,Alerta: Temperatura alta!
5482000,1097,33.0,0.59,0.06,0.03,9.8,Alerta: Temperatura alta!
5483000,1097,32.97,0.71,0.29,0.03,9.68,Alerta: Temperatura alta!
5484000,1097,32.85,0.37,-0.28,0.07,10.08,Alerta: Temperatura alta!
5485000,1098,32.66,0.4,0.2,0.17,9.89,Alerta: Temperatura alta!
5486000,1098,32.39,0.3,0.04,-0.15,9.68,Alerta: Temperatura alta!
5487000,1098,32.05,0.62,-0.07,0.13,10.01,Alerta: Temperatura alta!
5488000,1098,31.64,0.53,0.12,-0.26,10.02,Alerta: Temperatura alta!
5489000,1098,31.16,0.6,0.1,-0.13,10.04,Alerta: Temperatura alta!
5490000,1099,30.62,0.71,0.15,-0.1,9.66,Alerta: Temperatura alta!
5491000,1099,30.02,0.64,-0.02,0.26,9.83,Alerta: Temperatura alta!
5492000,1099,29.38,0.39,-0.17,0.28,9.75,
5493000,1099,28.69,0.33,-0.1,-0.19,9.64,
5494000,1099,27.96,0.34,0.11,0.13,10.06,
5495000,1100,27.2,0.66,0.19,-0.14,9.87,
5496000,1100,26.42,0.65,0.14,0.0,10.05,
5497000,1100,25.63,0.37,0.19,-0.2,10.07,
5498000,1100,24.83,0.3,-0.3,0.28,9.58,
5499000,1100,24.03,0.44,0.29,0.09,9.87,
5500000,1101,23.24,0.36,0.02,0.22,10.1,
5501000,1101,22.47,0.35,-0.05,0.17,9.8,
5502000,1101,21.73,0.37,0.02,0.28,9.71,
5503000,1101,21.02,0.6,0.02,-0.13,10.05,
5504000,1101,20.34,0.48,0.0,-0.25,9.58,
5505000,1102,19.72,0.73,0.13,0.29,9.69,
5506000,1102,19.14,0.35,-0.18,-0.24,9.93,
5507000,1102,18.63,0.32,-0.11,-0.18,10.08,
5508000,1102,18.18,0.74,-0.22,-0.26,9.76,
5509000,1102,17.79,0.51,0.2,0.08,9.98,
5510000,1103,17.48,0.36,0.07,-0.23,9.64,
5511000,1103,17.25,0.37,-0.21,0.23,9.85,
5512000,1103,17.09,0.73,0.04,-0.09,9.72,
5513000,1103,17.01,0.6,0.16,-0.22,10.01,
5514000,1103,17.01,0.69,0.15,-0.25,9.56,
5515000,1104,17.09,0.45,-0.13,-0.11,10.01,
5516000,1104,17.25,0.49,0.28,-0.08,10.0,
5517000,1104,17.49,0.41,-0.05,0.29,10.03,
5518000,1104,17.8,0.68,0.12,-0.26,9.8,
5519000,1104,18.18,0.57,-0.26,0.3,9.55,
5520000,1105,18.63,0.46,-0.18,0.27,9.72,
5521000,1105,19.15,0.74,-0.24,0.03,9.7,
5522000,1105,19.72,0.62,0.08,0.27,9.55,
5523000,1105,20.35,0.58,-0.16,0.13,9.84,
5524000,1105,21.02,0.47,-0.16,-0.3,9.58,
5525000,1106,21.74,0.4,0.07,-0.05,9.67,
5526000,1106,22.48,0.68,0.13,-0.28,9.98,
5527000,1106,23.25,0.69,0.28,-0.03,9.69,
5528000,1106,24.04,0.41,-0.08,0.06,9.77,
5529000,1106,24.84,0.6,-0.21,0.05,9.77,
5530000,1107,25.64,0.66,-0.23,-0.3,9.9,
5531000,1107,26.43,0.67,0.27,-0.04,9.83,
5532000,1107,27.21,0.31,-0.04,-0.14,9.7,
5533000,1107,27.97,0.45,-0.08,-0.13,9.61,
5534000,1107,28.69,0.65,0.22,-0.01,10.05,
5535000,1108,29.38,0.54,-0.04,0.04,9.63,
5536000,1108,30.03,0.52,-0.03,0.29,9.75,Alerta: Temperatura alta!
5537000,1108,30.62,0.68,0.28,0.09,9.84,Alerta: Temperatura alta!
5538000,1108,31.16,0.51,0.3,-0.2,9.74,Alerta: Temperatura alta!
5539000,1108,31.64,0.75,0.27,-0.12,10.02,Alerta: Temperatura alta!
5540000,1109,32.05,0.38,0.0,-0.29,9.79,Alerta: Temperatura alta!
5541000,1109,32.4,0.3,-0.27,-0.14,9.8,Alerta: Temperatura alta!
5542000,1109,32.66,0.38,-0.03,0.11,9.83,Alerta: Temperatura alta!
5543000,1109,32.85,0.61,0.23,0.21,10.03,Alerta: Temperatura alta!
5544000,1109,32.97,0.71,0.06,-0.23,10.06,Alerta: Temperatura alta!
5545000,1110,33.0,0.68,-0.12,0.26,9.97,Alerta: Temperatura alta!
5546000,1110,32.95,0.55,-0.28,-0.2,9.83,Alerta: Temperatura alta!
5547000,1110,32.83,0.27,0.28,0.08,9.87,Alerta: Temperatura alta!
5548000,1110,32.62,0.32,-0.27,-0.08,9.55,Alerta: Temperatura alta!
5549000,1110,32.34,0.62,0.07,0.23,9.58,Alerta: Temperatura alta!
5550000,1111,31.99,0.46,0.04,-0.18,9.69,Alerta: Temperatura alta!
5551000,1111,31.56,0.63,0.2,0.03,9.89,Alerta: Temperatura alta!
5552000,1111,31.07,0.33,0.16,-0.08,9.64,Alerta: Temperatura alta!
5553000,1111,30.52,0.47,0.11,0.27,10.0,Alerta: Temperatura alta!
5554000,1111,29.92,0.4,-0.14,0.02,9.55,
5555000,1112,29.26,0.63,-0.03,0.07,9.6,
5556000,1112,28.57,0.66,0.03,-0.29,9.61,
5557000,1112,27.83,0.66,0.01,-0.1,10.09,
5558000,1112,27.07,0.61,-0.1,-0.18,9.96,
5559000,1112,26.29,0.31,-0.18,-0.04,9.64,
5560000,1113,25.49,0.52,-0.01,0.07,9.84,
5561000,1113,24.7,0.7,-0.05,-0.12,9.76,
5562000,1113,23.9,0.63,-0.07,0.18,9.54,
5563000,1113,23.11,0.53,-0.2,0.11,9.92,
5564000,1113,22.35,0.61,-0.09,-0.2,9.74,
5565000,1114,21.61,0.32,-0.09,-0.1,9.77,
5566000,1114,20.9,0.42,-0.11,0.12,9.62,
5567000,1114,20.23,0.26,0.06,0.02,9.83,
5568000,1114,19.62,0.33,0.12,-0.28,9.57,
5569000,1114,19.05,0.29,0.25,-0.21,9.65,
5570000,1115,18.55,0.58,-0.29,0.04,9.7,
5571000,1115,18.11,0.72,0.1,-0.09,10.03,
5572000,1115,17.74,0.41,-0.1,-0.09,10.0,
5573000,1115,17.44,0.43,-0.06,0.02,9.95,
5574000,1115,17.22,0.41,-0.23,0.25,9.64,
5575000,1116,17.07,0.66,0.24,0.13,9.93,
5576000,1116,17.0,0.37,-0.12,0.05,9.74,
5577000,1116,17.02,0.68,0.15,-0.15,9.76,
5578000,1116,17.11,0.32,-0.29,-0.23,9.56,
5579000,1116,17.28,0.71,-0.3,-0.29,9.52,
5580000,1117,17.53,0.48,0.16,0.2,10.07,
5581000,1117,17.86,0.53,-0.11,-0.1,9.65,
5582000,1117,18.25,0.53,0.16,-0.09,9.77,
5583000,1117,18.72,0.58,-0.29,-0.14,9.79,
5584000,1117,19.24,0.72,0.12,0.18,10.1,
5585000,1118,19.82,0.69,0.09,-0.17,9.55,
5586000,1118,20.46,0.5,-0.02,0.22,10.09,
5587000,1118,21.14,0.36,-0.12,0.24,10.05,
5588000,1118,21.86,0.7,0.12,0.13,9.55,
5589000,1118,22.61,0.52,0.17,-0.27,9.89,
5590000,1119,23.38,0.66,0.19,-0.22,10.11,
5591000,1119,24.17,0.59,-0.29,-0.0,9.85,
5592000,1119,24.97,0.49,-0.22,0.11,9.65,
5593000,1119,25.77,0.34,-0.13,-0.27,9.52,
5594000,1119,26.56,0.57,0.26,-0.29,9.99,
5595000,1120,27.34,0.7,-0.19,0.08,9.54,
5596000,1120,28.09,0.63,-0.24,0.12,9.69,
5597000,1120,28.81,0.64,-0.3,0.03,9.81,
5598000,1120,29.49,0.26,-0.29,0.03,10.08,
5599000,1120,30.13,0.42,-0.02,0.1,9.89,Alerta: Temperatura alta!
5600000,1121,30.72,0.51,-0.22,-0.2,9.88,Alerta: Temperatura alta!
5601000,1121,31.25,0.67,-0.14,-0.14,9.73,Alerta: Temperatura alta!
5602000,1121,31.72,0.41,0.2,-0.09,9.78,Alerta: Temperatura alta!
5603000,1121,32.12,0.63,-0.28,-0.04,9.96,Alerta: Temperatura alta!
5604000,1121,32.45,0.42,-0.24,0.13,9.75,Alerta: Temperatura alta!
5605000,1122,32.7,0.53,-0.27,0.13,9.91,Alerta: Temperatura alta!
5606000,1122,32.88,0.31,0.12,0.13,9.58,Alerta: Temperatura alta!
5607000,1122,32.98,0.39,-0.07,0.02,9.74,Alerta: Temperatura alta!
5608000,1122,33.0,0.29,-0.17,0.24,9.59,Alerta: Temperatura alta!
5609000,1122,32.94,0.66,-0.19,0.21,9.63,Alerta: Temperatura alta!
5610000,1123,32.8,0.41,0.0,-0.23,9.73,Alerta: Temperatura alta!
5611000,1123,32.58,0.72,-0.18,-0.21,9.69,Alerta: Temperatura alta!
5612000,1123,32.29,0.6,0.28,0.3,9.52,Alerta: Temperatura alta!
5613000,1123,31.92,0.41,-0.21,0.21,10.09,Alerta: Temperatura alta!
5614000,1123,31.48,0.68,0.13,-0.02,9.99,Alerta: Temperatura alta!
5615000,1124,30.98,0.66,-0.15,-0.17,9.6,Alerta: Temperatura alta!
5616000,1124,30.42,0.43,0.14,-0.25,10.04,Alerta: Temperatura alta!
5617000,1124,29.81,0.54,-0.01,-0.02,9.8,
5618000,1124,29.15,0.59,-0.14,-0.12,9.81,
5619000,1124,28.44,0.57,0.13,-0.26,9.62,
5620000,1125,27.71,0.55,-0.06,-0.02,9.92,
5621000,1125,26.94,0.62,-0.3,-0.26,9.62,
5622000,1125,26.16,0.49,0.2,0.12,9.8,
5623000,1125,25.36,0.71,0.03,-0.29,9.97,
5624000,1125,24.56,0.51,-0.29,0.24,9.99,
5625000,1126,23.77,0.33,0.16,0.19,9.7,
5626000,1126,22.98,0.36,-0.18,-0.23,9.65,
5627000,1126,22.22,0.57,0.17,0.28,10.01,
5628000,1126,21.48,0.52,-0.26,-0.23,9.62,
5629000,1126,20.79,0.63,0.02,0.22,9.85,
5630000,1127,20.13,0.3,0.25,-0.24,10.09,
5631000,1127,19.52,0.64,0.12,-0.04,9.74,
5632000,1127,18.96,0.43,0.21,-0.12,9.57,
5633000,1127,18.47,0.73,0.19,-0.17,9.57,
5634000,1127,18.04,0.3,-0.27,0.0,9.63,
5635000,1128,17.68,0.29,-0.27,0.16,9.93,
5636000,1128,17.4,0.61,0.19,-0.04,9.56,
5637000,1128,17.19,0.62,0.03,0.26,9.81,
5638000,1128,17.05,0.26,-0.02,0.13,9.9,
5639000,1128,17.0,0.39,-0.14,-0.21,10.03,
5640000,1129,17.03,0.4,0.26,0.24,9.56,
5641000,1129,17.14,0.73,0.0,0.17,10.1,
5642000,1129,17.32,0.57,-0.22,0.08,9.91,
5643000,1129,17.58,0.53,-0.03,0.04,9.56,
5644000,1129,17.92,0.34,0.24,-0.25,9.57,
5645000,1130,18.33,0.53,-0.11,-0.1,9.85,
5646000,1130,18.8,0.69,0.13,-0.02,9.52,
5647000,1130,19.34,0.36,-0.22,0.17,9.92,
5648000,1130,19.93,0.73,-0.18,-0.27,9.59,
5649000,1130,20.57,0.46,-0.19,-0.2,9.8,
5650000,1131,21.26,0.71,-0.19,-0.19,9.58,
5651000,1131,21.98,0.26,0.09,-0.18,9.77,
5652000,1131,22.74,0.54,0.02,0.25,10.01,
5653000,1131,23.52,0.66,0.17,-0.09,10.07,
5654000,1131,24.31,0.46,-0.09,0.18,9.93,
5655000,1132,25.11,0.37,-0.29,0.05,9.73,
5656000,1132,25.9,0.63,0.1,-0.04,9.63,
5657000,1132,26.69,0.29,-0.27,0.02,9.86,
5658000,1132,27.47,0.26,0.28,-0.26,9.56,
5659000,1132,28.21,0.42,-0.19,-0.11,9.68,
5660000,1133,28.93,0.33,-0.08,-0.24,9.78,
5661000,1133,29.6,0.39,0.28,0.24,9.62,
5662000,1133,30.23,0.65,-0.08,0.02,9.86,Alerta: Temperatura alta!
5663000,1133,30.81,0.65,0.04,-0.21,10.0,Alerta: Temperatura alta!
5664000,1133,31.33,0.36,-0.21,-0.18,9.66,Alerta: Temperatura alta!
5665000,1134,31.79,0.41,0.24,-0.29,10.06,Alerta: Temperatura alta!
5666000,1134,32.18,0.66,-0.11,0.22,9.76,Alerta: Temperatura alta!
5667000,1134,32.49,0.58,-0.25,0.08,10.07,Alerta: Temperatura alta!
5668000,1134,32.74,0.69,-0.07,0.18,9.78,Alerta: Temperatura alta!
5669000,1134,32.9,0.55,-0.15,-0.02,9.63,Alerta: Temperatura alta!
5670000,1135,32.99,0.59,0.12,-0.27,9.74,Alerta: Temperatura alta!
5671000,1135,32.99,0.67,-0.23,0.25,9.85,Alerta: Temperatura alta!
5672000,1135,32.92,0.29,-0.21,-0.2,9.86,Alerta: Temperatura alta!
5673000,1135,32.77,0.46,-0.03,0.09,10.01,Alerta: Temperatura alta!
5674000,1135,32.54,0.25,-0.17,-0.28,9.77,Alerta: Temperatura alta!
5675000,1136,32.23,0.46,-0.25,0.15,9.64,Alerta: Temperatura alta!
5676000,1136,31.85,0.4,-0.27,-0.01,9.9,Alerta: Temperatura alta!
5677000,1136,31.4,0.61,0.04,0.03,10.06,Alerta: Temperatura alta!
5678000,1136,30.89,0.31,0.15,-0.2,9.53,Alerta: Temperatura alta!
5679000,1136,30.32,0.62,0.22,-0.12,9.55,Alerta: Temperatura alta!
5680000,1137,29.7,0.45,0.21,0.28,10.0,
5681000,1137,29.03,0.59,-0.28,-0.08,9.95,
5682000,1137,28.32,0.36,-0.03,0.22,9.88,
5683000,1137,27.58,0.58,-0.07,-0.15,10.06,
5684000,1137,26.81,0.73,0.02,0.23,9.57,
5685000,1138,26.02,0.52,0.3,0.24,9.84,
5686000,1138,25.23,0.3,-0.09,0.06,9.89,
5687000,1138,24.43,0.38,-0.29,0.19,9.8,
5688000,1138,23.63,0.44,-0.07,0.1,9.89,
5689000,1138,22.85,0.27,0.13,-0.1,10.09,
5690000,1139,22.09,0.38,0.2,-0.23,9.89,
5691000,1139,21.36,0.46,-0.16,-0.04,9.65,
5692000,1139,20.67,0.53,0.26,-0.11,9.72,
5693000,1139,20.02,0.64,0.0,-0.24,9.83,
5694000,1139,19.42,0.72,0.07,-0.24,9.53,
5695000,1140,18.88,0.47,-0.28,-0.15,9.91,
5696000,1140,18.39,0.67,0.14,-0.0,10.1,
5697000,1140,17.98,0.38,0.2,0.07,9.81,
5698000,1140,17.63,0.41,-0.08,-0.2,10.1,
5699000,1140,17.36,0.65,-0.23,0.27,10.06,
5700000,1141,17.16,0.27,0.18,0.18,9.82,
5701000,1141,17.04,0.31,-0.29,0.12,9.8,
5702000,1141,17.0,0.31,0.05,0.16,9.8,
5703000,1141,17.04,0.63,-0.17,0.22,10.08,
5704000,1141,17.16,0.71,0.19,0.26,9.74,
5705000,1142,17.36,0.46,-0.04,0.26,9.68,
5706000,1142,17.63,0.38,-0.15,0.27,9.65,
5707000,1142,17.98,0.41,-0.01,0.18,9.89,
5708000,1142,18.4,0.67,-0.0,0.04,10.09,
5709000,1142,18.89,0.44,-0.16,0.09,9.61,
5710000,1143,19.43,0.7,0.16,-0.13,9.67,
5711000,1143,20.03,0.4,-0.08,-0.19,9.74,
5712000,1143,20.68,0.32,0.17,0.23,9.82,
5713000,1143,21.38,0.53,0.24,-0.12,9.71,
5714000,1143,22.11,0.47,-0.29,-0.29,9.88,
5715000,1144,22.87,0.66,-0.06,0.03,9.76,
5716000,1144,23.65,0.4,-0.2,0.23,9.75,
5717000,1144,24.44,0.27,-0.1,0.05,9.59,
5718000,1144,25.24,0.67,-0.18,-0.04,9.52,
5719000,1144,26.04,0.58,0.14,-0.25,9.87,
5720000,1145,26.82,0.56,-0.05,0.25,9.54,
5721000,1145,27.59,0.52,0.13,0.05,9.7,
5722000,1145,28.34,0.36,0.14,-0.23,9.55,
5723000,1145,29.05,0.34,0.03,0.07,9.66,
5724000,1145,29.71,0.34,-0.01,-0.25,9.59,
5725000,1146,30.34,0.5,0.08,0.13,9.57,Alerta: Temperatura alta!
5726000,1146,30.9,0.61,-0.0,-0.14,9.54,Alerta: Temperatura alta!
5727000,1146,31.41,0.44,-0.14,0.2,9.6,Alerta: Temperatura alta!
5728000,1146,31.86,0.35,-0.1,-0.12,9.82,Alerta: Temperatura alta!
5729000,1146,32.24,0.35,0.17,0.08,9.61,Alerta: Temperatura alta!
5730000,1147,32.54,0.66,0.16,-0.1,9.93,Alerta: Temperatura alta!
5731000,1147,32.77,0.31,0.12,0.1,9.84,Alerta: Temperatura alta!
5732000,1147,32.92,0.42,-0.22,-0.26,9.51,Alerta: Temperatura alta!
5733000,1147,32.99,0.41,0.14,0.07,9.52,Alerta: Temperatura alta!
5734000,1147,32.99,0.59,0.13,0.05,9.63,Alerta: Temperatura alta!
5735000,1148,32.9,0.59,0.15,-0.27,10.06,Alerta: Temperatura alta!
5736000,1148,32.73,0.73,-0.22,-0.22,9.78,Alerta: Temperatura alta!
5737000,1148,32.49,0.61,-0.12,0.1,10.08,Alerta: Temperatura alta!
5738000,1148,32.17,0.39,0.04,0.26,9.73,Alerta: Temperatura alta!
5739000,1148,31.78,0.57,0.13,-0.2,9.52,Alerta: Temperatura alta!
5740000,1149,31.32,0.59,-0.25,0.2,9.76,Alerta: Temperatura alta!
5741000,1149,30.8,0.32,-0.19,-0.2,9.88,Alerta: Temperatura alta!
5742000,1149,30.22,0.55,0.02,-0.13,9.66,Alerta: Temperatura alta!
5743000,1149,29.59,0.52,-0.24,0.07,9.75,
5744000,1149,28.92,0.51,-0.02,-0.05,9.81,
5745000,1150,28.2,0.41,-0.08,-0.2,9.91,
5746000,1150,27.45,0.34,0.03,-0.08,10.11,
5747000,1150,26.68,0.47,0.04,-0.12,9.71,
5748000,1150,25.89,0.55,-0.11,-0.29,10.01,
5749000,1150,25.09,0.68,-0.15,0.28,9.71,
5750000,1151,24.29,0.64,0.28,0.06,9.84,
5751000,1151,23.5,0.4,-0.06,-0.21,9.65,
5752000,1151,22.72,0.74,-0.01,0.18,10.02,
5753000,1151,21.97,0.3,-0.07,-0.12,10.03,
5754000,1151,21.25,0.53,0.27,-0.1,9.8,
5755000,1152,20.56,0.61,0.17,-0.2,9.57,
5756000,1152,19.92,0.3,-0.26,-0.1,9.63,
5757000,1152,19.33,0.41,-0.24,-0.14,9.73,
5758000,1152,18.79,0.6,-0.09,-0.1,9.89,
5759000,1152,18.32,0.74,0.03,0.18,10.04,
5760000,1153,17.91,0.7,-0.28,0.03,9.67,
5761000,1153,17.58,0.32,0.12,0.14,10.1,
5762000,1153,17.32,0.42,-0.07,-0.03,9.89,
5763000,1153,17.13,0.47,-0.12,0.25,10.09,
5764000,1153,17.03,0.53,0.14,-0.07,9.55,
5765000,1154,17.0,0.38,0.09,-0.29,9.94,
5766000,1154,17.06,0.73,0.04,0.06,9.67,
5767000,1154,17.19,0.26,-0.11,0.22,9.85,
5768000,1154,17.4,0.42,0.02,-0.03,9.55,
5769000,1154,17.69,0.52,0.12,-0.14,9.68,
5770000,1155,18.05,0.4,-0.09,0.22,9.61,
5771000,1155,18.48,0.69,0.23,0.0,9.84,
5772000,1155,18.97,0.73,0.02,0.09,9.96,
5773000,1155,19.53,0.41,-0.05,-0.11,9.72,
5774000,1155,20.14,0.72,0.28,-0.27,9.88,
5775000,1156,20.8,0.45,0.08,-0.25,9.61,
5776000,1156,21.5,0.42,0.12,0.12,9.84,
5777000,1156,22.23,0.49,-0.0,0.13,9.88,
5778000,1156,23.0,0.35,0.05,-0.08,9.89,
5779000,1156,23.78,0.67,0.12,-0.3,9.93,
5780000,1157,24.58,0.58,-0.16,0.13,9.81,
5781000,1157,25.38,0.5,0.28,-0.08,9.77,
5782000,1157,26.17,0.67,-0.01,0.27,10.06,
5783000,1157,26.96,0.74,-0.09,-0.11,9.87,
5784000,1157,27.72,0.25,-0.14,-0.06,9.95,
5785000,1158,28.46,0.33,-0.14,0.08,10.06,
5786000,1158,29.16,0.46,0.29,-0.1,9.7,
5787000,1158,29.82,0.5,0.25,-0.06,9.99,
5788000,1158,30.44,0.27,0.29,-0.27,10.07,Alerta: Temperatura alta!
5789000,1158,30.99,0.33,0.22,0.24,9.61,Alerta: Temperatura alta!
5790000,1159,31.49,0.6,0.05,-0.15,9.87,Alerta: Temperatura alta!
5791000,1159,31.93,0.33,-0.29,0.06,9.79,Alerta: Temperatura alta!
5792000,1159,32.29,0.47,-0.19,0.2,9.62,Alerta: Temperatura alta!
5793000,1159,32.58,0.31,-0.27,0.18,9.88,Alerta: Temperatura alta!
5794000,1159,32.8,0.64,0.12,0.1,9.51,Alerta: Temperatura alta!
5795000,1160,32.94,0.52,-0.03,-0.16,9.77,Alerta: Temperatura alta!
5796000,1160,33.0,0.4,0.12,0.21,9.55,Alerta: Temperatura alta!
5797000,1160,32.98,0.7,-0.12,0.04,9.8,Alerta: Temperatura alta!
5798000,1160,32.88,0.51,0.22,-0.12,9.74,Alerta: Temperatura alta!
5799000,1160,32.7,0.58,-0.04,-0.14,9.56,Alerta: Temperatura alta!
5800000,1161,32.44,0.6,-0.17,0.16,9.91,Alerta: Temperatura alta!
5801000,1161,32.11,0.68,0.2,-0.23,9.6,Alerta: Temperatura alta!
5802000,1161,31.71,0.47,0.07,-0.27,9.97,Alerta: Temperatura alta!
5803000,1161,31.24,0.7,-0.0,-0.13,9.52,Alerta: Temperatura alta!
5804000,1161,30.71,0.41,-0.29,-0.26,10.01,Alerta: Temperatura alta!
5805000,1162,30.12,0.66,-0.26,0.19,9.86,Alerta: Temperatura alta!
5806000,1162,29.48,0.28,-0.12,0.09,10.03,
5807000,1162,28.8,0.26,-0.29,0.04,9.56,
5808000,1162,28.08,0.62,-0.28,-0.02,9.96,
5809000,1162,27.32,0.42,-0.29,-0.06,9.62,
5810000,1163,26.55,0.36,-0.17,0.05,9.76,
5811000,1163,25.76,0.53,-0.16,0.06,10.07,
5812000,1163,24.96,0.33,-0.01,-0.23,9.74,
5813000,1163,24.16,0.59,0.08,0.21,9.93,
5814000,1163,23.37,0.58,0.14,-0.13,9.89,
5815000,1164,22.59,0.49,-0.15,0.09,9.6,
5816000,1164,21.85,0.43,0.22,0.08,9.71,
5817000,1164,21.13,0.36,0.19,0.19,9.57,
5818000,1164,20.45,0.46,0.1,-0.21,9.83,
5819000,1164,19.81,0.75,0.17,0.27,9.54,
5820000,1165,19.23,0.54,-0.25,-0.01,9.7,
5821000,1165,18.71,0.41,-0.07,0.1,9.94,
5822000,1165,18.25,0.38,-0.23,0.26,9.61,
5823000,1165,17.85,0.3,-0.29,-0.01,9.59,
5824000,1165,17.53,0.66,-0.22,0.09,10.1,
5825000,1166,17.28,0.37,-0.05,-0.25,9.89,
5826000,1166,17.11,0.27,-0.12,0.23,9.55,
5827000,1166,17.02,0.25,-0.04,-0.29,9.89,
5828000,1166,17.0,0.5,-0.22,-0.01,9.89,
5829000,1166,17.07,0.35,0.02,0.16,9.67,
5830000,1167,17.22,0.74,-0.01,-0.01,9.88,
5831000,1167,17.44,0.54,-0.24,0.17,10.03,
5832000,1167,17.74,0.34,-0.07,-0.09,9.59,
5833000,1167,18.12,0.27,0.01,-0.04,10.09,
5834000,1167,18.56,0.27,0.02,-0.09,9.68,
5835000,1168,19.06,0.33,0.01,-0.04,9.79,
5836000,1168,19.63,0.36,0.26,0.11,9.99,
5837000,1168,20.25,0.47,0.28,-0.15,9.98,
5838000,1168,20.91,0.75,0.14,0.09,9.74,
5839000,1168,21.62,0.58,0.04,0.02,9.88,
5840000,1169,22.36,0.74,-0.13,0.12,9.79,
5841000,1169,23.13,0.63,0.2,-0.07,9.54,
5842000,1169,23.91,0.58,-0.02,0.22,10.07,
5843000,1169,24.71,0.27,-0.08,-0.19,9.89,
5844000,1169,25.51,0.66,0.21,0.17,9.55,
5845000,1170,26.3,0.3,0.26,-0.04,10.03,
5846000,1170,27.09,0.65,-0.03,-0.19,9.6,
5847000,1170,27.85,0.44,0.14,-0.0,10.09,
5848000,1170,28.58,0.53,0.28,0.18,9.64,
5849000,1170,29.27,0.49,-0.17,0.12,10.07,
5850000,1171,29.93,0.5,-0.09,0.24,10.07,
5851000,1171,30.53,0.31,-0.19,0.03,9.54,Alerta: Temperatura alta!
5852000,1171,31.08,0.33,-0.26,-0.2,10.06,Alerta: Temperatura alta!
5853000,1171,31.57,0.56,0.23,0.07,9.99,Alerta: Temperatura alta!
5854000,1171,31.99,0.63,0.01,-0.14,9.93,Alerta: Temperatura alta!
5855000,1172,32.35,0.4,0.3,-0.26,9.56,Alerta: Temperatura alta!
5856000,1172,32.63,0.53,-0.0,0.22,9.58,Alerta: Temperatura alta!
5857000,1172,32.83,0.63,0.14,0.23,9.7,Alerta: Temperatura alta!
5858000,1172,32.95,0.53,-0.15,0.08,9.6,Alerta: Temperatura alta!
5859000,1172,33.0,0.67,0.07,0.13,9.83,Alerta: Temperatura alta!
5860000,1173,32.97,0.47,-0.24,-0.08,9.83,Alerta: Temperatura alta!
5861000,1173,32.85,0.56,0.15,0.27,10.03,Alerta: Temperatura alta!
5862000,1173,32.66,0.44,0.3,0.18,10.04,Alerta: Temperatura alta!
5863000,1173,32.39,0.34,-0.16,-0.02,9.81,Alerta: Temperatura alta!
5864000,1173,32.05,0.69,-0.14,-0.08,9.52,Alerta: Temperatura alta!
5865000,1174,31.63,0.57,-0.26,-0.07,9.83,Alerta: Temperatura alta!
5866000,1174,31.15,0.46,0.21,0.02,9.62,Alerta: Temperatura alta!
5867000,1174,30.61,0.57,-0.28,0.08,10.03,Alerta: Temperatura alta!
5868000,1174,30.02,0.53,0.12,0.07,9.67,Alerta: Temperatura alta!
5869000,1174,29.37,0.4,0.15,0.13,10.09,
5870000,1175,28.68,0.44,0.29,0.13,9.99,
5871000,1175,27.95,0.34,0.06,-0.03,9.57,
5872000,1175,27.19,0.27,-0.3,0.14,9.86,
5873000,1175,26.42,0.58,-0.13,-0.23,9.65,
5874000,1175,25.62,0.49,0.27,0.01,10.09,
5875000,1176,24.82,0.29,-0.25,0.12,10.05,
5876000,1176,24.03,0.71,0.15,-0.26,9.86,
5877000,1176,23.24,0.73,0.28,-0.22,9.57,
5878000,1176,22.47,0.25,-0.29,-0.05,9.54,
5879000,1176,21.72,0.45,-0.04,-0.16,9.74,
5880000,1177,21.01,0.62,0.28,-0.13,9.76,
5881000,1177,20.34,0.6,0.18,-0.06,10.03,
5882000,1177,19.71,0.67,-0.05,-0.19,9.55,
5883000,1177,19.14,0.72,0.07,0.28,9.53,
5884000,1177,18.62,0.47,0.04,0.01,9.99,
5885000,1178,18.17,0.68,0.13,0.08,9.58,
5886000,1178,17.79,0.6,-0.27,-0.23,9.61,
5887000,1178,17.48,0.49,0.0,-0.19,9.64,
5888000,1178,17.25,0.57,0.14,0.17,10.07,
5889000,1178,17.09,0.42,0.17,0.0,9.71,
5890000,1179,17.01,0.49,-0.18,0.21,9.58,
5891000,1179,17.01,0.75,0.06,-0.28,9.68,
5892000,1179,17.09,0.47,-0.17,-0.21,9.91,
5893000,1179,17.25,0.43,0.21,-0.04,9.52,
5894000,1179,17.49,0.49,0.25,0.12,9.92,
5895000,1180,17.8,0.38,0.01,0.23,9.72,
5896000,1180,18.19,0.5,-0.22,0.2,9.82,
5897000,1180,18.64,0.63,0.08,-0.02,9.98,
5898000,1180,19.15,0.72,-0.07,0.1,10.07,
5899000,1180,19.73,0.75,-0.15,-0.16,9.96,
5900000,1181,20.36,0.39,-0.03,-0.23,9.69,
5901000,1181,21.03,0.67,-0.12,0.09,9.52,
5902000,1181,21.74,0.31,-0.04,-0.28,9.58,
5903000,1181,22.49,0.68,0.21,0.28,9.59,
